name,publisher,issn,h_index,keywords,subject_area,open_access,apc_usd,openalex_id,works_count,is_oa,is_in_doaj
Journal of Theoretical Biology,Elsevier BV,0022-5193,282,"evolution and genetic dynamics,evolutionary game theory and cooperation,mathematical and theoretical epidemiology and ecology models,plant and animal studies,gene regulatory network analysis",Evolution and Genetic Dynamics,false,2360,https://openalex.org/S109682412,18176,false,false
INTERANTIONAL JOURNAL OF SCIENTIFIC RESEARCH IN ENGINEERING AND MANAGEMENT,INTERANTIONAL JOURNAL OF SCIENTIFIC RESEARCH IN ENGINEERING AND MANAGEMENT,2582-3930,21,"iot-based smart home systems,smart agriculture and ai,iot and gps-based vehicle safety systems,blockchain technology applications and security,artificial intelligence in healthcare",IoT-based Smart Home Systems,false,0,https://openalex.org/S4210240841,18092,false,false
Diagnostics,Multidisciplinary Digital Publishing Institute,2075-4418,119,"radiomics and machine learning in medical imaging,ai in cancer detection,covid-19 diagnosis using ai,advanced x-ray and ct imaging,liver disease diagnosis and treatment",Radiomics and Machine Learning in Medical Imaging,true,2000,https://openalex.org/S4210172076,18054,true,true
Clinical Radiology,Elsevier BV,0009-9260,141,"radiation dose and imaging,radiology practices and education,radiomics and machine learning in medical imaging,mri in cancer diagnosis,advanced x-ray and ct imaging",Radiation Dose and Imaging,false,3200,https://openalex.org/S180082538,18017,false,false
Chaos Solitons & Fractals,Elsevier BV,0960-0779,197,"nonlinear dynamics and pattern formation,chaos control and synchronization,nonlinear waves and solitons,nonlinear photonic systems,fractional differential equations solutions",Nonlinear Dynamics and Pattern Formation,false,0,https://openalex.org/S70718007,17850,false,false
IEEE Transactions on Signal Processing,Institute of Electrical and Electronics Engineers,1053-587X,366,"blind source separation techniques,advanced adaptive filtering techniques,image and signal denoising methods,direction-of-arrival estimation techniques,speech and audio processing",Blind Source Separation Techniques,false,0,https://openalex.org/S168680287,17810,false,false
European Radiology,Springer Science+Business Media,0938-7994,210,"radiomics and machine learning in medical imaging,mri in cancer diagnosis,advanced mri techniques and applications,advanced x-ray and ct imaging,radiation dose and imaging",Radiomics and Machine Learning in Medical Imaging,false,3290,https://openalex.org/S4819472,17677,false,false
International Journal of Surgery,Wolters Kluwer,1743-9159,130,"cardiac, anesthesia and surgical outcomes,colorectal cancer surgical treatments,pancreatic and hepatic oncology research,gastric cancer management and outcomes,gallbladder and bile duct disorders","Cardiac, Anesthesia and Surgical Outcomes",true,0,https://openalex.org/S67965910,17669,true,true
The Spine Journal,Elsevier BV,1529-9430,170,"spine and intervertebral disc pathology,spinal fractures and fixation techniques,medical imaging and analysis,musculoskeletal pain and rehabilitation,scoliosis diagnosis and treatment",Spine and Intervertebral Disc Pathology,false,4040,https://openalex.org/S112180307,17653,false,false
Theoretical Computer Science,Elsevier BV,0304-3975,206,"semigroups and automata theory,logic, programming, and type systems,algorithms and data compression,advanced graph theory research,formal methods in verification",semigroups and automata theory,false,2690,https://openalex.org/S90727058,17564,false,false
Journal of Computational and Applied Mathematics,Elsevier BV,0377-0427,175,"advanced numerical methods in computational mathematics,matrix theory and algorithms,numerical methods for differential equations,fractional differential equations solutions,differential equations and numerical methods",Advanced Numerical Methods in Computational Mathematics,false,3040,https://openalex.org/S165473669,17483,false,false
Hawley's Condensed Chemical Dictionary,Hawley's Condensed Chemical Dictionary,,18,"chemical synthesis and alkaloids,asymmetric synthesis and catalysis,analytical chemistry and chromatography,diatoms and algae research,metabolism and genetic disorders",Chemical synthesis and alkaloids,false,0,https://openalex.org/S4363604085,17441,false,false
Radiation Protection Dosimetry,Oxford University Press,0144-8420,103,"radiation dose and imaging,radioactivity and radon measurements,radiation detection and scintillator technologies,nuclear physics and applications,radiation therapy and dosimetry",Radiation Dose and Imaging,false,4151,https://openalex.org/S201595455,17257,false,false
Electroencephalography and Clinical Neurophysiology,Elsevier BV,0013-4694,267,"eeg and brain-computer interfaces,neural dynamics and brain function,epilepsy research and treatment,neuroscience and neuropharmacology research,muscle activation and electromyography studies",EEG and Brain-Computer Interfaces,false,0,https://openalex.org/S22656279,16946,false,false
Frontiers in Genetics,Frontiers Media,1664-8021,171,"cancer-related molecular mechanisms research,rna modifications and cancer,ferroptosis and cancer prognosis,genetic and phenotypic traits in livestock,microrna in disease regulation",Cancer-related molecular mechanisms research,true,2950,https://openalex.org/S2597340651,16851,true,true
Internal Medicine,The Japanese Society of Internal Medicine,0918-2918,96,"interstitial lung diseases and idiopathic pulmonary fibrosis,vasculitis and related conditions,neuroendocrine tumor research advances,liver disease diagnosis and treatment,eosinophilic disorders and syndromes",Interstitial Lung Diseases and Idiopathic Pulmonary Fibrosis,true,0,https://openalex.org/S154471048,16827,true,false
Computer Engineering and Applications Journal,Sriwijaya University,2252-4274,21,"advanced algorithms and applications,advanced computational techniques and applications,advanced sensor and control systems,simulation and modeling applications,advanced measurement and detection methods",Advanced Algorithms and Applications,true,0,https://openalex.org/S2764896880,16722,true,false
Computer Methods in Applied Mechanics and Engineering,Elsevier BV,0045-7825,313,"advanced numerical methods in computational mathematics,numerical methods in engineering,composite structure analysis and optimization,computational fluid dynamics and aerodynamics,probabilistic and robust engineering design",Advanced Numerical Methods in Computational Mathematics,false,4840,https://openalex.org/S40006715,16698,false,false
Applied Optics,Optica Publishing Group,1559-128X,99,"photonic and optical devices,optical measurement and interference techniques,advanced fiber laser technologies,advanced fiber optic sensors,digital holography and microscopy",Photonic and Optical Devices,false,0,https://openalex.org/S180314335,16687,false,false
Indian Journal of Science and Technology,Indian Society for Education and Environment,0974-5645,64,"iot-based smart home systems,energy efficient wireless sensor networks,mobile ad hoc networks,network security and intrusion detection,iot and edge/fog computing",IoT-based Smart Home Systems,true,0,https://openalex.org/S2764746358,16523,true,false
Pathology,Elsevier BV,0031-3025,125,"sarcoma diagnosis and treatment,lymphoma diagnosis and treatment,clinical laboratory practices and quality control,cancer and skin lesions,cancer genomics and diagnostics",Sarcoma Diagnosis and Treatment,false,3000,https://openalex.org/S159118581,16140,false,false
"The international archives of the photogrammetry, remote sensing and spatial information sciences/International archives of the photogrammetry, remote sensing and spatial information sciences",Copernicus Publications,1682-1750,83,"3d surveying and cultural heritage,remote sensing and lidar applications,remote sensing in agriculture,robotics and sensor-based localization,remote-sensing image classification",3D Surveying and Cultural Heritage,true,0,https://openalex.org/S2737215817,15823,true,true
Magnetic Resonance in Medicine,Wiley,0740-3194,323,"advanced mri techniques and applications,advanced neuroimaging techniques and applications,advanced nmr techniques and applications,atomic and subatomic physics research,mri in cancer diagnosis",Advanced MRI Techniques and Applications,false,3500,https://openalex.org/S111160002,15818,false,false
Pattern Recognition,Elsevier BV,0031-3203,299,"advanced image and video retrieval techniques,face and expression recognition,image retrieval and classification techniques,medical image segmentation techniques,advanced vision and imaging",Advanced Image and Video Retrieval Techniques,false,2710,https://openalex.org/S414566,15809,false,false
